Rank,Ticker,Minervini,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,RMV,Close,ATR% (14),PTC,Contraction,Confirmed Breakout,Not Extended,Flip Setup,SPY Trend OK,Source,CANSLIM,DaysToEarnings,is_restricted,rs_1m_pct,Candidate High-Win,Candidate Flip
90,AAUC,8,unknown,unknown,NYSE,2.142371574668178,98,2.2444620866426686,92,91,9.36,31.329999923706055,0.013417077050440445,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
91,VSCO,8,Consumer Cyclical,Apparel Retail,NYSE,2.131453530867045,98,2.134521895375449,91,13,39.7,64.37000274658203,0.05541733720952185,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
92,OIS,8,Energy,Oil & Gas Equipment & Services,NYSE,2.118941008450631,98,1.4491252743985883,78,62,44.55,12.529999732971191,0.052160525234809005,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,90,False,False
93,MKSI,8,Technology,Scientific & Technical Instruments,NASDAQ,2.1094896034827064,98,1.8820512449190887,91,62,43.86,259.2699890136719,0.06179161609591662,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
94,SBSW,7,Basic Materials,Gold,NYSE,2.0967765411966326,97,2.4293731453740333,98,94,39.91,15.9399995803833,0.06954651332071003,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,99,False,False
95,HBM,8,Basic Materials,Copper,NYSE,2.0939556953313656,97,2.0644174854554613,94,89,39.62,24.979999542236328,0.06459453984302584,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
96,BLTE,8,unknown,unknown,NASDAQ,2.08894739679365,97,2.0557530723355573,96,44,40.93,180.9499969482422,0.05898828221593736,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
97,LRCX,8,Technology,Semiconductor Equipment & Materials,NASDAQ,2.0747047557060725,97,1.998011634316985,95,85,36.95,244.9199981689453,0.05147161064109815,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
98,STOK,8,Healthcare,Biotechnology,NASDAQ,2.0738747573193703,97,1.7726708121458192,99,97,49.0,34.290000915527344,0.06955172469033537,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,95,False,False
99,SII,8,Financial Services,Asset Management,NYSE,2.0661802578201556,97,1.8341913393963984,93,87,35.95,143.97999572753906,0.046390377899926616,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
100,PVLA,7,unknown,unknown,NASDAQ,2.058187040276988,97,2.6744974341415126,100,99,52.18,85.66000366210938,0.06931055632206044,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
101,CGAU,8,Basic Materials,Gold,NYSE,2.0565351297300447,97,2.0279464337679434,95,73,38.23,19.049999237060547,0.055455580859413135,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,97,False,False
102,BELFA,8,Technology,Electronic Components,NASDAQ,2.047571578249636,97,1.75339829038829,86,92,41.49,216.00999450683594,0.05931272507879987,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
103,HUT,8,Financial Services,Capital Markets,NASDAQ,2.044970070551158,97,2.0896436087469628,95,96,65.37,53.81999969482422,0.09919174873504116,5,True,False,True,True,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
104,AU,8,Basic Materials,Gold,NYSE,2.0412027819265592,97,2.062999915990604,98,96,35.44,114.25,0.05114724629370262,7,True,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,98,False,False
105,APLD,6,unknown,unknown,NASDAQ,2.036888655389672,97,2.945549520511716,98,99,75.94,29.040000915527344,0.1316951941383973,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
106,VIAV,8,Technology,Communication Equipment,NASDAQ,2.0343535773679027,97,1.536836693948227,93,71,41.31,27.530000686645508,0.057391941764493706,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
107,IREN,5,unknown,unknown,NASDAQ,2.028453516462908,97,3.017205470199383,100,99,79.25,39.97999954223633,0.12732081142289342,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
108,SPHR,8,unknown,unknown,NYSE,2.028246362398995,97,2.000604121018312,96,55,33.11,114.23999786376953,0.050443294944824794,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
109,GLW,8,Technology,Electronic Components,NYSE,2.0231465332071896,97,1.3988086036899097,91,90,40.41,139.50999450683594,0.053554793932902606,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
110,CYD,8,Industrials,Specialty Industrial Machinery,NYSE,2.0186981096765493,97,2.021294385832012,97,99,31.26,55.95000076293945,0.04442741599365158,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
111,WULF,8,unknown,unknown,NASDAQ,1.9971190576595845,97,1.9103723883962136,97,98,76.46,15.010000228881836,0.11953935234849944,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
112,ANAB,8,Healthcare,Biotechnology,NASDAQ,1.9883721851199243,97,1.7309337680459431,98,11,48.02,54.189998626708984,0.06706562885471558,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,95,False,False
113,APLM,7,unknown,unknown,NASDAQ,1.984300403364616,97,1.60452516753539,98,1,50.56,19.93000030517578,0.08001218017970721,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
114,TAYD,8,Industrials,Specialty Industrial Machinery,NASDAQ,1.9834656592030666,97,1.677064269494908,73,73,38.86,89.94999694824219,0.05591202547472671,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
115,BELFB,8,Technology,Electronic Components,NASDAQ,1.9826406536042196,97,1.758699603615507,92,96,42.91,235.0399932861328,0.06144546610854413,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
116,SYRE,8,unknown,unknown,NASDAQ,1.9811842276046154,97,1.5892310928600268,86,8,46.38,43.209999084472656,0.05472774333391507,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
117,TSEM,8,Technology,Semiconductors,NASDAQ,1.9792852458409016,97,2.1729304817340953,97,90,53.67,128.47000122070312,0.08288761156830296,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
118,AEIS,8,Industrials,Electrical Equipment & Parts,NASDAQ,1.9751473645657016,97,1.764906607790669,92,87,41.03,331.2300109863281,0.05415744585328448,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
119,CIFR,6,Financial Services,Capital Markets,NASDAQ,1.9616222002040198,97,2.3821505315436005,99,97,75.72,14.649999618530273,0.12313506448428779,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
120,CECO,8,unknown,unknown,NASDAQ,1.9602873177215763,97,1.8699925247165599,92,95,36.11,78.77999877929688,0.04973162781835616,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
121,BVN,8,Basic Materials,Other Precious Metals & Mining,NYSE,1.9522698969156136,97,1.8793868323778742,93,90,35.84,38.40999984741211,0.054766224264218635,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,96,False,False
122,BBLGW,8,Healthcare,Medical Devices,NASDAQ,1.9373502623954735,97,1.0438314706412102,75,1,36.82,31.950000762939453,0.06894701625269085,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,57,False,False
123,FEIM,7,Technology,Communication Equipment,NASDAQ,1.9370241484681885,97,1.9004622747370614,88,98,58.04,48.529998779296875,0.0833505253549417,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
124,SIFY,8,Communication Services,Telecom Services,NASDAQ,1.9301791737547422,96,2.4017882941477664,97,99,41.91,15.65999984741211,0.05920452756059642,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
125,SA,8,Basic Materials,Gold,NYSE,1.9297853949754518,96,2.0042503841579116,95,79,46.4,35.47999954223633,0.06323481709074712,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,97,False,False
126,RVMD,8,Healthcare,Biotechnology,NASDAQ,1.927463792126691,96,2.4455420772234304,96,11,22.65,101.83000183105469,0.031537165257792314,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,99,False,False
127,WBD,8,Communication Services,Entertainment,NASDAQ,1.9262391463864723,96,1.9342452812452504,98,76,11.57,28.75,0.018409946986607143,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
128,OMER,6,Healthcare,Biotechnology,NASDAQ,1.9223284022042886,96,1.7226918547344843,97,16,35.07,12.039999961853027,0.04947794308472114,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,95,False,False
129,ASX,8,Technology,Semiconductors,NYSE,1.921542550175055,96,1.5903556650090351,90,46,30.37,23.959999084472656,0.04236226365399885,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
130,FSLY,8,Technology,Software—Application,NASDAQ,1.9145481478152813,96,1.1195314501281053,93,55,80.7,18.079999923706055,0.09973135485698509,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,70,False,False
131,KTOS,7,Industrials,Aerospace & Defense,NASDAQ,1.9091595791712086,96,1.9764803177466939,96,99,58.46,96.08000183105469,0.0880813615878052,5,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
132,PAAS,8,Basic Materials,Silver,NYSE,1.9031536577165074,96,1.9189291457695374,89,90,41.18,64.69999694824219,0.058589090730098214,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,96,False,False
133,HSHP,8,unknown,unknown,NYSE,1.9019503819746977,96,1.3282018712919963,85,79,25.72,14.09000015258789,0.035876887466854746,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
134,NBR,8,Energy,Oil & Gas Drilling,NYSE,1.901687747673362,96,1.496199625256737,81,18,36.73,78.19000244140625,0.05207095059300548,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,91,False,False
135,MBX,8,unknown,unknown,NASDAQ,1.9009976617280002,96,3.129484542947388,97,37,54.39,34.790000915527344,0.08802406268302614,5,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
136,RKLB,6,Industrials,Aerospace & Defense,NASDAQ,1.8983359914255464,96,2.081202232316962,89,100,64.64,70.86000061035156,0.09378956723604982,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
137,TPC,8,Industrials,Engineering & Construction,NYSE,1.8978935103082681,96,1.8246786575965903,95,98,34.09,86.9000015258789,0.047862898515922875,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
138,FRGE,8,unknown,unknown,NYSE,1.8837392434272577,96,2.7533822088710598,99,75,1.92,44.619998931884766,0.0028334454207540713,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
139,ASTS,6,Communication Services,Telecom Services,NASDAQ,1.8647033773722939,96,2.6853293560957843,95,97,68.84,80.19999694824219,0.1189615290144363,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
140,VAL,8,Energy,Oil & Gas Equipment & Services,NYSE,1.8584096964778563,96,1.0876769978811776,81,68,47.0,95.75,0.07046251819899436,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,65,False,False
141,ASA,8,Financial Services,Asset Management,NYSE,1.8570871406866007,96,1.9472722201478727,94,92,36.5,72.66000366210938,0.0528390520339021,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
142,PRE,7,unknown,unknown,NASDAQ,1.8539829537580017,96,2.095314325584748,97,80,70.43,17.049999237060547,0.12161708492232448,4,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
143,ORKA,8,unknown,unknown,NASDAQ,1.8536513546922682,96,1.9845774746228886,98,66,41.58,32.34000015258789,0.059170406307384016,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
144,VISN,8,unknown,unknown,NASDAQ,1.8389374182049614,96,2.141499992218216,99,100,33.82,18.969999313354492,0.047895157613808095,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
145,GSAT,7,Communication Services,Telecom Services,NASDAQ,1.838629578678239,96,2.0083293075291624,99,87,42.71,60.099998474121094,0.05735679483741509,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
146,ATI,8,Industrials,Metal Fabrication,NYSE,1.837021846840115,96,1.570014510448723,90,68,27.74,158.8699951171875,0.036310016387052765,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
147,SSRM,8,Basic Materials,Gold,NASDAQ,1.8304189211357755,96,1.8019897580962478,97,99,48.57,30.459999084472656,0.06272864791931893,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,95,False,False
148,KF,8,Financial Services,Asset Management,NYSE,1.8248888626831403,96,1.5489928617096784,91,81,19.6,51.939998626708984,0.029704592408588564,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
149,UEC,8,Energy,Uranium,NYSE MKT,1.8230331809964153,96,1.9955329793917007,89,96,56.89,16.25,0.08356045314243862,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,97,False,False
150,INDV,7,unknown,unknown,NASDAQ,1.8197337372620437,96,1.916014985544707,99,98,25.19,33.88999938964844,0.03679551594975399,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
151,FTAI,8,Industrials,Rental & Leasing Services,NASDAQ,1.8194952940625826,96,2.1871863055117267,67,75,36.05,289.739990234375,0.05299528358667096,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
152,DRUG,8,unknown,unknown,NASDAQ,1.8187699829557804,96,1.9592642116301664,95,100,50.76,85.4800033569336,0.06917657662746374,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
153,PLRZ,3,unknown,unknown,NASDAQ,1.8176127039979901,96,1.2295548931937352,1,1,97.87,13.020000457763672,0.14448648814938847,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,80,False,False
154,AMAT,8,Technology,Semiconductor Equipment & Materials,NASDAQ,1.813748689514846,96,1.502910030535472,88,28,35.03,375.3800048828125,0.05026641141314132,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
155,AMLX,8,unknown,unknown,NASDAQ,1.8087421980441842,95,2.0871046279532486,99,99,42.78,14.010000228881836,0.06436728761978668,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
156,DRD,8,Basic Materials,Gold,NYSE,1.8045244318774563,95,2.0905423734322084,97,94,33.79,35.84000015258789,0.0559231644130105,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,98,False,False
157,STRL,8,Industrials,Engineering & Construction,NASDAQ,1.8009275036051868,95,1.4037859548075589,94,97,47.41,435.5,0.06340822454786933,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,89,False,False
158,EGO,8,Basic Materials,Gold,NYSE,1.7993455950782422,95,1.9610665400868212,90,89,40.13,43.0,0.07377075119272024,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,97,False,False
159,KLIC,8,Technology,Semiconductor Equipment & Materials,NASDAQ,1.798173923060227,95,1.4524193568474302,62,30,38.1,70.8499984741211,0.05461236713881023,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,90,False,False
160,AXGN,8,Healthcare,Medical Devices,NASDAQ,1.7971976625311803,95,1.739302631570179,96,79,34.4,35.29999923706055,0.05006073180344981,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
161,SCCO,8,Basic Materials,Copper,NYSE,1.796940625553592,95,1.5273427094463052,86,42,38.09,201.00999450683594,0.060194905609072896,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
162,ROIV,8,Healthcare,Biotechnology,NASDAQ,1.7934740885703393,95,1.5516647249215576,96,42,28.58,27.149999618530273,0.04696133766631832,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,92,False,False
163,KYMR,8,Healthcare,Biotechnology,NASDAQ,1.7880473875541993,95,1.446894506246575,96,71,35.11,87.4000015258789,0.048139913615751706,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,90,False,False
164,CTNM,8,unknown,unknown,NASDAQ,1.7875385987233647,95,1.4549706599890297,92,94,50.12,15.579999923706055,0.06870071396505376,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,90,False,False
165,GPRE,8,Basic Materials,Specialty Chemicals,NASDAQ,1.7841586393915803,95,1.5027351478185884,87,96,49.68,14.020000457763672,0.07137761292080756,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
166,ALB,8,Basic Materials,Specialty Chemicals,NYSE,1.782019983864798,95,2.113073238589087,92,72,36.05,168.4199981689453,0.057297262204808456,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
167,BKD,8,Healthcare,Medical Care Facilities,NYSE,1.7768217814707865,95,1.6499718024342775,95,76,31.01,14.899999618530273,0.05043145580427143,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
168,AMKR,8,Technology,Semiconductors,NASDAQ,1.7693240839382642,95,1.9637300300924947,90,62,52.09,47.939998626708984,0.08293104122288754,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
169,FLNC,6,unknown,unknown,NASDAQ,1.7682161854895588,95,2.7269649504843088,98,52,90.11,16.549999237060547,0.1795123063259011,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,99,False,False
170,EFXT,8,unknown,unknown,NYSE,1.7673664148642758,95,1.6199352813335088,93,88,33.04,19.450000762939453,0.04755784155331216,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
171,CSTM,8,Basic Materials,Aluminum,NYSE,1.7646005342808873,95,1.6513309479017706,78,64,35.09,25.440000534057617,0.05615453610777008,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
172,KEN,8,Utilities,Utilities—Regulated Electric,NYSE,1.7641289711583228,95,1.621650520569434,95,95,18.02,80.87000274658203,0.032693556239393406,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
173,LBRT,8,Energy,Oil & Gas Equipment & Services,NYSE,1.7619766705770874,95,1.3110137568241282,84,4,42.77,26.850000381469727,0.05969406960514312,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,85,False,False
174,AGX,8,Industrials,Engineering & Construction,NYSE,1.7601006715294147,95,1.642385389110399,97,96,44.17,437.6099853515625,0.061543709894040906,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
175,MT,8,Basic Materials,Steel,NYSE,1.756215146766418,95,1.523567800462074,88,77,21.85,65.19999694824219,0.038870654058750405,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
176,GFI,8,Basic Materials,Gold,NYSE,1.752614875095469,95,1.833074013556368,96,97,37.98,54.09000015258789,0.058407933586970114,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,96,False,False
177,NAMSW,8,unknown,unknown,NASDAQ,1.7515182601977697,95,1.4059153784352616,99,92,1.98,25.969999313354492,0.02414874558223306,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,89,False,False
178,NVRI,8,unknown,unknown,NYSE,1.7507155580367049,95,1.7743540814474068,97,87,13.86,19.15999984741211,0.02035490280329339,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
179,MOD,8,Consumer Cyclical,Auto Parts,NYSE,1.74868576091238,95,1.135821807790824,83,89,42.32,226.36000061035156,0.05707090628830688,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,71,False,False
180,NNNN,4,unknown,unknown,NASDAQ,1.7442929601248904,95,2.079120384920172,99,100,100.0,24.700000762939453,0.18615961465072278,2,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,98,False,False
181,MAMA,8,unknown,unknown,NASDAQ,1.7407289819733525,95,1.536049016398258,87,35,33.73,15.890000343322754,0.046763461535378234,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
182,PTN,7,Healthcare,Biotechnology,NYSE MKT,1.7397355322808346,95,1.5388277240735293,98,17,68.72,22.459999084472656,0.07871135095463762,6,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,92,False,False
183,DAN,8,Consumer Cyclical,Auto Parts,NYSE,1.7374327418874898,95,1.7786768538478444,91,94,26.47,34.27000045776367,0.03989326273967582,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
184,PPTA,8,Basic Materials,Other Precious Metals & Mining,NASDAQ,1.7364391841669558,95,1.8359887939284891,96,96,55.66,30.18000030517578,0.07637507863321381,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,96,False,False
