Rank,Ticker,Minervini,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,RMV,Close,ATR% (14),PTC,Contraction,Confirmed Breakout,Not Extended,Flip Setup,SPY Trend OK,Source,CANSLIM,DaysToEarnings,is_restricted,rs_1m_pct,Candidate High-Win,Candidate Flip
91,MOV,8,Consumer Cyclical,Luxury Goods,NYSE,1.3608118113923675,86,1.2113115587927608,68,27,24.52,25.809999465942383,0.03304367822125268,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,79,False,False
92,MG,8,Industrials,Security & Protection Services,NYSE,1.3675595845585264,86,1.3909486248099503,86,46,24.54,14.829999923706055,0.03491956017543492,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
93,NWPX,8,Industrials,Metal Fabrication,NASDAQ,1.3608686550516231,86,1.3173370585255064,71,78,24.81,74.76000213623047,0.03543721136919709,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
94,GRC,8,Industrials,Specialty Industrial Machinery,NYSE,1.465403508469277,90,1.1969493087565048,69,60,24.93,65.69000244140625,0.03554832573415069,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,78,False,False
95,NOV,8,Energy,Oil & Gas Equipment & Services,NYSE,1.3504423198870619,86,1.2580563616989546,68,21,24.96,20.389999389648438,0.03706300026309732,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,82,False,False
96,ASTE,8,Industrials,Farm & Heavy Construction Machinery,NASDAQ,1.3597039874404606,86,1.1191920358061416,60,81,25.01,58.720001220703125,0.03661445736081014,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,69,False,False
97,INDV,7,unknown,unknown,NASDAQ,1.8197337904113384,96,1.9160149363521282,99,98,25.19,33.88999938964844,0.03679551594975399,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
98,CMI,8,Industrials,Specialty Industrial Machinery,NYSE,1.3489928945542018,85,1.4541549245570535,85,74,25.27,593.280029296875,0.042181943238083476,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,90,False,False
99,CAT,8,Industrials,Farm & Heavy Construction Machinery,NYSE,1.6239589434177206,93,1.3951944814343502,91,76,25.32,759.739990234375,0.03773471860164213,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
100,DCO,8,Industrials,Aerospace & Defense,NYSE,1.4732401729081672,90,1.3098226635366803,73,88,25.66,126.58000183105469,0.03616008426827412,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,85,False,False
101,IRMD,8,Healthcare,Medical Devices,NASDAQ,1.3835545791499093,87,1.4777862143161271,92,87,25.7,103.55999755859375,0.039176734509609214,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
102,HSHP,8,unknown,unknown,NYSE,1.8932458111075336,96,1.3282019361351445,85,79,25.72,14.09000015258789,0.03570414754628487,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
103,MSGE,8,Communication Services,Entertainment,NYSE,1.4139583570726364,88,1.3817080455065072,84,55,25.84,63.709999084472656,0.03663250920006934,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
104,PRM,7,unknown,unknown,NYSE,1.4658637826255205,90,1.6454805242010244,96,97,25.86,26.639999389648438,0.0380013909080428,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
105,LUV,8,Industrials,Airlines,NYSE,1.522270973075337,91,1.2211847851881097,48,42,25.98,52.09000015258789,0.03994460795529936,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,80,False,False
106,LCII,8,Consumer Cyclical,Recreational Vehicles,NYSE,1.3481479968049417,85,1.494128461603378,65,45,26.05,147.5800018310547,0.03909743021618026,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
107,CMTV,8,unknown,unknown,NASDAQ,1.4312633559282657,89,1.2878048411046286,82,86,26.09,32.09000015258789,0.03830743243398148,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,84,False,False
108,KNSA,8,Healthcare,Biotechnology,NASDAQ,1.4262707641050612,89,1.4082211534933897,94,87,26.21,47.77000045776367,0.035908673964858535,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,89,False,False
109,LFUS,8,Technology,Electronic Components,NASDAQ,1.4196659807247116,88,1.196940756200536,42,67,26.22,370.3299865722656,0.03764209917425092,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,78,False,False
110,NATR,8,Consumer Defensive,Household & Personal Products,NASDAQ,1.4640400192551026,90,1.5918571702034459,88,55,26.31,26.8799991607666,0.03736181440680194,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
111,DAN,8,Consumer Cyclical,Auto Parts,NYSE,1.737432780840272,95,1.7786768116654947,91,94,26.47,34.27000045776367,0.03989326273967582,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,95,False,False
112,CX,8,Basic Materials,Building Materials,NYSE,1.3958849367909119,88,1.599810644326596,90,90,26.55,12.899999618530273,0.03687707665756892,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
113,EME,8,Industrials,Engineering & Construction,NYSE,1.3885926481818172,87,1.1436844127653396,71,90,26.56,812.7899780273438,0.03886875795969839,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,72,False,False
114,OCS,8,unknown,unknown,NASDAQ,1.3865424576340941,87,1.1994557570058735,61,28,26.8,29.170000076293945,0.037259418852105305,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,78,False,False
115,NX,7,Industrials,Building Products & Equipment,NYSE,1.3776752691123944,87,1.0110598976891692,1,35,26.87,22.549999237060547,0.03763065459409795,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,51,False,False
116,CMRE,8,Industrials,Marine Shipping,NYSE,1.3598946808212315,86,1.3500537919682252,88,61,26.97,17.190000534057617,0.038560614715001655,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,87,False,False
117,CTRI,8,unknown,unknown,NYSE,1.4702243708556413,90,1.2761506120164228,37,55,27.15,31.850000381469727,0.03896163975893543,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,84,False,False
118,TK,8,Energy,Oil & Gas Midstream,NYSE,1.3559158697760394,86,1.1852473434293258,91,79,27.19,12.020000457763672,0.03797241616722501,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,77,False,False
119,ZUMZ,8,Consumer Cyclical,Apparel Retail,NASDAQ,1.4674008820645292,90,1.3308567054176241,92,53,27.26,26.770000457763672,0.03698170201370372,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
120,TPR,8,Consumer Cyclical,Luxury Goods,NYSE,1.5306415934701356,91,1.2714703009264317,86,94,27.28,157.08999633789062,0.04032720301781647,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,83,False,False
121,NGVT,8,Basic Materials,Specialty Chemicals,NYSE,1.3780954188830434,87,1.3337844775605827,39,85,27.28,72.19000244140625,0.04152731103627143,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
122,LPG,8,Energy,Oil & Gas Midstream,NYSE,1.3464615787015475,85,1.0400305850100695,44,88,27.31,35.52000045776367,0.0367280343313778,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,56,False,False
123,GNK,8,Industrials,Marine Shipping,NYSE,1.3919005497864676,87,1.2378319864961584,76,72,27.37,23.959999084472656,0.037031956392540824,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,81,False,False
124,EZPW,8,Financial Services,Credit Services,NASDAQ,1.4741760384403144,90,1.2875851001115075,83,81,27.38,25.3700008392334,0.039078773302606104,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,84,False,False
125,OSK,8,Industrials,Farm & Heavy Construction Machinery,NYSE,1.3718310596559067,87,1.2594340946331926,57,88,27.38,175.52000427246094,0.03938908312804622,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,82,False,False
126,FIVE,8,Consumer Cyclical,Specialty Retail,NASDAQ,1.6233956411630568,93,1.5002762070716336,90,93,27.45,220.08999633789062,0.038383650273061246,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
127,NVST,8,Healthcare,Medical Instruments & Supplies,NYSE,1.3808828460602267,87,1.13287526825719,38,55,27.68,29.1200008392334,0.043767179435960236,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,71,False,False
128,ATI,8,Industrials,Metal Fabrication,NYSE,1.8370218842612733,96,1.570014472488289,90,68,27.74,158.8699951171875,0.036310016387052765,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
129,ABVX,8,unknown,unknown,NASDAQ,7.511514668615469,100,7.120048398800195,100,100,27.81,130.35000610351562,0.03743053777124129,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,100,False,False
130,SQM,7,Basic Materials,Chemicals,NYSE,1.4031336951520679,88,1.8842198512675878,92,84,27.81,71.86000061035156,0.04432228933159728,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
131,GTX,8,Consumer Cyclical,Auto Parts,NASDAQ,1.3698610932046131,86,1.4940055032493496,92,88,27.94,18.899999618530273,0.04750944595327145,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
132,MSGS,8,Communication Services,Entertainment,NYSE,1.4449953004426739,89,1.2136433075408508,60,23,27.98,325.260009765625,0.04314021341742929,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,79,False,False
133,DBD,8,Technology,Software—Application,NYSE,1.345691717870692,85,1.2585710237546992,79,87,28.27,81.23999786376953,0.03957849136943168,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,82,False,False
134,PWR,8,Industrials,Engineering & Construction,NYSE,1.359787439871428,86,1.1426713586049686,84,80,28.52,552.6599731445312,0.04047697879953459,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,72,False,False
135,ROIV,8,Healthcare,Biotechnology,NASDAQ,1.7934741326324164,95,1.55166468845454,96,42,28.58,27.149999618530273,0.04696133766631832,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,92,False,False
136,LIND,8,Consumer Cyclical,Travel Services,NASDAQ,1.6063987891741285,93,1.2874706269705407,30,85,28.6,20.850000381469727,0.039773889998586644,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,84,False,False
137,M,8,Consumer Cyclical,Department Stores,NYSE,1.364224535690368,86,1.292413783130382,93,30,28.74,22.40999984741211,0.044399828862665525,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,85,False,False
138,WT,8,unknown,unknown,NYSE,1.4076661042794965,88,1.2784053614481792,36,87,28.94,16.3799991607666,0.03982353801217271,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,84,False,False
139,KMT,8,Industrials,Tools & Accessories,NYSE,1.5876814398085068,92,1.4043689992885957,78,17,28.95,39.59000015258789,0.04432028756996678,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,89,False,False
140,PKE,8,Industrials,Aerospace & Defense,NYSE,1.4470888457919435,89,1.3817148469985008,80,87,29.02,25.850000381469727,0.04064658959586925,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
141,IMOS,7,Technology,Semiconductors,NASDAQ,1.47269817848457,90,2.004783141171453,95,8,29.08,34.20000076293945,0.046553889568978254,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
142,TECK,8,Basic Materials,Other Industrial Metals & Mining,NYSE,1.4336942689515628,89,1.1739886552323868,59,6,29.2,59.400001525878906,0.045478593943358146,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,75,False,False
143,ISBA,8,unknown,unknown,NASDAQ,1.508624821321667,91,1.543720569384955,94,89,29.2,52.45000076293945,0.04118206946643103,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
144,NPKI,8,unknown,unknown,NYSE,1.4411916632973898,89,1.440014750099247,89,87,29.24,14.579999923706055,0.042328034887249365,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,90,False,False
145,SNEX,8,Financial Services,Capital Markets,NASDAQ,1.3292286428184903,85,1.1063278303308788,36,88,29.44,128.6699981689453,0.04318357309990769,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,67,False,False
146,WS,8,unknown,unknown,NYSE,1.3592707978131044,86,1.2377075329765514,44,65,29.54,44.06999969482422,0.046617377860995145,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,81,False,False
147,FCX,8,Basic Materials,Copper,NYSE,1.4632580317711827,90,1.3281365545902015,34,57,29.65,64.33999633789062,0.04666060325309893,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
148,HLF,8,Consumer Defensive,Packaged Foods,NYSE,2.157464850039495,98,1.9135184516028194,90,60,29.76,19.959999084472656,0.04237046109841335,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,96,False,False
149,PDS,8,Energy,Oil & Gas Drilling,NYSE,1.5177656998259363,91,1.2565156266642175,59,52,29.88,88.27999877929688,0.04352224196445578,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,82,False,False
150,CW,8,Industrials,Specialty Industrial Machinery,NYSE,1.4244681787508293,89,1.335203931060705,86,84,29.89,707.4500122070312,0.04429693112777139,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
151,FNV,8,Basic Materials,Gold,NYSE,1.357639882369964,86,1.3987352757535796,81,84,29.98,260.3999938964844,0.04238260187271922,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,88,False,False
152,TSM,8,Technology,Semiconductors,NYSE,1.4603661307554372,90,1.270149347112688,87,84,30.05,370.5400085449219,0.04435418405413106,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,83,False,False
153,CMDB,8,unknown,unknown,NYSE,1.5126268201466446,91,1.2123930467107624,93,26,30.11,18.6200008392334,0.04559229589230379,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,79,False,False
154,AAMI,8,unknown,unknown,NYSE,1.352884876689718,86,1.4152487185941547,82,97,30.34,53.22999954223633,0.04590992447337526,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,89,False,False
155,ASX,8,Technology,Semiconductors,NYSE,1.9215425949746778,96,1.5903556332635889,90,46,30.37,23.959999084472656,0.04236226365399885,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
156,CLMT,8,Energy,Oil & Gas E&P,NASDAQ,1.5837294158134474,92,1.1836729348853239,72,30,30.41,28.139999389648438,0.0430500592945494,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,77,False,False
157,MTRN,8,Basic Materials,Other Industrial Metals & Mining,NYSE,1.337394655175423,85,1.2785368684805578,77,73,30.6,149.02999877929688,0.047900239893599046,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,84,False,False
158,ENS,8,Industrials,Electrical Equipment & Parts,NYSE,1.4121440534512162,88,1.5586398550179148,91,58,30.61,173.2100067138672,0.0512136310048232,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
159,HII,8,Industrials,Aerospace & Defense,NYSE,1.6217478095730573,93,1.5509293127175787,89,83,30.68,437.57000732421875,0.045453948107673864,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,92,False,False
160,PARR,8,Energy,Oil & Gas Refining & Marketing,NYSE,1.4563150782591028,90,1.3499170578267068,98,96,30.78,42.75,0.04284044614710605,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,87,False,False
161,APEI,8,Consumer Defensive,Education & Training Services,NASDAQ,1.3351918352538512,85,1.3783651343564605,89,87,30.96,43.849998474121094,0.04205898686657909,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
162,BKD,8,Healthcare,Medical Care Facilities,NYSE,1.7768218216871043,95,1.6499717561798788,95,76,31.01,14.899999618530273,0.05043145580427143,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,94,False,False
163,SEB,8,Industrials,Conglomerates,NYSE MKT,1.3372954909117114,85,1.4850777497959062,89,90,31.01,4933.10986328125,0.04806546106355896,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
164,TBPH,8,Healthcare,Biotechnology,NASDAQ,1.395281588740701,88,1.637588743639538,95,93,31.02,19.65999984741211,0.04544397441231223,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,94,False,False
165,CGNX,7,Technology,Scientific & Technical Instruments,NASDAQ,1.4497528854298534,89,1.0138221615905134,39,83,31.11,56.029998779296875,0.055990426773800714,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,52,False,False
166,GEV,8,unknown,unknown,NYSE,1.4991629354991807,91,1.2128024624024136,83,98,31.15,830.3400268554688,0.045221504009286484,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,79,False,False
167,SDRL,8,unknown,unknown,NYSE,1.3909614666736592,87,1.173007640197538,42,56,31.24,44.209999084472656,0.045270924127103394,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,75,False,False
168,CYD,8,Industrials,Specialty Industrial Machinery,NYSE,2.018698168442814,97,2.0212943176018694,97,99,31.26,55.95000076293945,0.04442741599365158,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,97,False,False
169,AEM,8,Basic Materials,Gold,NYSE,1.5778913306068785,92,1.521877605003053,91,90,31.3,228.25999450683594,0.042185598360284154,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,92,False,False
170,BTSG,8,unknown,unknown,NASDAQ,1.4442069949352474,89,1.5158882786234065,94,80,31.56,41.060001373291016,0.04516908928425932,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
171,WPM,8,Basic Materials,Gold,NYSE,1.520039927283861,91,1.549626033608447,82,86,31.85,150.3800048828125,0.04576975577241018,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,92,False,False
172,MTZ,8,Industrials,Engineering & Construction,NYSE,1.532413369700341,91,1.312544062670188,82,86,31.87,283.8599853515625,0.04470010966559274,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
173,CRS,8,Industrials,Metal Fabrication,NYSE,1.3711826920445964,87,1.306521683280664,90,77,31.91,389.7300109863281,0.04486255903886753,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,85,False,False
174,KLAC,8,Technology,Semiconductor Equipment & Materials,NASDAQ,1.468818163507108,90,1.5211149640759416,90,77,31.93,1496.0,0.04161525227988923,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,91,False,False
175,TATT,8,Industrials,Aerospace & Defense,NASDAQ,1.4240350192122446,89,1.403420101630896,86,95,32.05,52.849998474121094,0.04810109633752962,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,89,False,False
176,ZIM,8,Industrials,Marine Shipping,NYSE,1.6304613248569395,93,1.409609658936293,57,14,32.09,29.270000457763672,0.05179121249338004,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,89,False,False
177,HP,8,Energy,Oil & Gas Drilling,NYSE,1.5217989161805803,91,1.3473884083202459,85,19,32.43,35.630001068115234,0.049268098683912895,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,87,False,False
178,PLXS,8,Technology,Electronic Components,NASDAQ,1.3313156314518437,85,1.1647857809453885,40,35,32.59,198.4600067138672,0.046752839357485955,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,74,False,False
179,DXPE,8,Industrials,Industrial Distribution,NASDAQ,1.4638161559468619,90,1.1422825023515197,30,95,32.66,149.1300048828125,0.04740830519179144,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,72,False,False
180,CHRW,8,Industrials,Integrated Freight & Logistics,NASDAQ,1.4409178420212188,89,1.4693285333208639,89,83,32.72,190.05999755859375,0.048702670307617796,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,90,False,False
181,EL,8,Consumer Defensive,Household & Personal Products,NYSE,1.3419136254551212,85,1.315254444718098,77,81,32.73,114.2300033569336,0.05644624948542067,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,86,False,False
182,JOUT,8,Consumer Cyclical,Leisure,NASDAQ,1.4193271953436053,88,1.2595459578401862,76,88,32.81,50.5,0.04680338944538985,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,82,False,False
183,BWXT,8,Industrials,Aerospace & Defense,NYSE,1.339817088946735,85,1.2685403977226088,84,90,32.86,206.44000244140625,0.047284569549215075,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,83,False,False
184,APH,8,Technology,Electronic Components,NYSE,1.3607346522473849,86,1.4017645439684834,93,91,32.99,151.0399932861328,0.0474803333166931,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,88,False,False
185,EFXT,8,unknown,unknown,NYSE,1.76736646491969,95,1.6199352786935137,93,88,33.04,19.450000762939453,0.04755784155331216,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,93,False,False
