Rank,Ticker,Minervini,Sector,Industry,Universe,Relative Strength,Percentile,RS_1W,1 Month Ago,3 Months Ago,6 Months Ago,RMV,Close,ATR% (14),PTC,Contraction,Confirmed Breakout,Not Extended,Flip Setup,SPY Trend OK,Source,CANSLIM,DaysToEarnings,is_speculative,Name,Commentary,Commentary_Text,Stage,label,date,low_signal,marketCap,volume,avg_volume,is_up,rs_1w_pct,rs_1m_pct,Candidate High-Win,Candidate Flip
22,TXN,7,Technology,Semiconductors,Nasdaq 100,1.3932319261207393,86.06060606060606,1.142147700365826,1.0569280439328632,72.12121212121212,13.939393939393941,21.58,277.1400146484375,0.03526324229500331,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,Texas Instruments Incorporated,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,192728039424.0,13932652.0,6627980.0,False,70.9090909090909,52.121212121212125,False,False
23,VLO,8,Energy,Oil & Gas Refining & Marketing,Manual Tip,1.383582161139479,85.45454545454545,1.3327135310623852,1.6190262049566717,77.57575757575758,74.54545454545455,23.1,235.85000610351562,0.04049669295712653,7,True,False,True,True,True,AlphaCharts,"{'c': True, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,Valero Energy Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,61922213888.0,1293304.0,2269970.0,True,83.03030303030303,95.15151515151516,False,False
24,XPRO,8,Energy,Oil & Gas Equipment & Services,Manual Tip,1.3632022843765577,84.84848484848484,1.2528569173315733,1.5319122461033046,79.39393939393939,73.93939393939394,26.69,17.760000228881836,0.03897200936767144,6,True,False,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,Expro Group Holdings N.V.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,2049467520.0,799037.0,1183260.0,True,78.78787878787878,92.72727272727272,False,False
25,ASML,8,Technology,Semiconductor Equipment & Materials,Nasdaq 100,1.3583214718344128,84.24242424242424,1.3734510148612646,1.4646135053258065,89.0909090909091,87.87878787878788,21.28,1457.699951171875,0.04106715864054445,7,False,False,True,True,True,AI Scanner,"{'c': False, 'a': True, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,ASML Holding N.V.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,569575014400.0,1707407.0,1358350.0,True,86.06060606060606,90.30303030303031,False,False
26,AVGO,7,Technology,Semiconductors,Nasdaq 100,1.337742013947858,83.63636363636363,1.2597201193445215,1.0854031649804154,68.48484848484848,91.51515151515152,19.66,422.760009765625,0.03162550659475513,6,False,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Broadcom Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,1515073961984.0,22381353.0,20950050.0,True,80.0,58.18181818181818,False,False
27,UFO,8,unknown,unknown,Manual Tip,1.3374835676201489,83.03030303030303,1.3965989091790454,1.4041644244365026,87.87878787878788,81.81818181818183,21.97,51.029998779296875,0.03560790541216502,6,True,False,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,Procure Space ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,1103094.0,465880.0,False,86.66666666666667,87.27272727272727,False,False
28,ANET,8,Technology,Computer Hardware,Manual Tip,1.3228811563513303,82.42424242424242,1.2915267772522492,1.0623304363288852,73.93939393939394,84.24242424242424,25.06,176.91000366210938,0.03696107872195381,7,False,False,False,False,True,memory,"{'c': True, 'a': True, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,"Arista Networks, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,Test,2026-02-23,False,162158149632.0,5953046.0,9997750.0,True,81.81818181818183,53.939393939393945,False,False
29,TEVA,7,Healthcare,Drug Manufacturers - Specialty & Generic,Manual Tip,1.313436692451433,81.81818181818183,1.4084059437729848,1.398665960949741,92.12121212121212,69.6969696969697,19.9,30.639999389648438,0.02869313854615069,3,True,False,True,False,True,YourTube,"{'c': False, 'a': True, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,Teva Pharmaceutical Industries Limited,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,Alphacharts 2-28-2026,2026-03-02,False,37709996032.0,4825019.0,4191040.0,False,87.87878787878788,86.66666666666667,False,False
30,BKR,8,Energy,Oil & Gas Equipment & Services,Nasdaq 100,1.3032944990145934,81.21212121212122,1.2019326691862198,1.4068299879761292,76.96969696969697,56.36363636363636,21.39,68.94000244140625,0.03222264974879818,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,Baker Hughes Company,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,64492314624.0,15359593.0,7254850.0,True,75.75757575757575,87.87878787878788,False,False
31,GOOGL,8,Communication Services,Internet Content & Information,Nasdaq 100,1.3000025422701245,80.60606060606061,1.3059000350509484,1.2171047295235786,87.27272727272727,89.6969696969697,14.4,344.3999938964844,0.023052519160420244,7,True,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,Alphabet Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,3771360870400.0,26351181.0,35327630.0,True,82.42424242424242,75.15151515151514,False,False
32,SCCO,7,Basic Materials,Copper,Manual Tip,1.2894008339600904,80.0,1.4205431813040077,1.3525260654675644,92.72727272727272,90.9090909090909,24.9,180.42999267578125,0.044264492292258,3,True,False,True,False,True,AlphaCharts,"{'c': True, 'a': True, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Southern Copper Corporation,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,174043070464.0,1295385.0,1551606.0,False,88.48484848484848,83.63636363636363,False,False
33,GOOG,8,Communication Services,Internet Content & Information,Nasdaq 100,1.2852180495622307,79.39393939393939,1.2902918502992846,1.2084179579862433,86.66666666666667,89.0909090909091,14.15,342.32000732421875,0.022560355773842775,7,True,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Alphabet Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,3767368679424.0,18198699.0,21552930.0,True,81.21212121212122,73.93939393939394,False,False
34,ROST,8,Consumer Cyclical,Apparel Retail,Nasdaq 100,1.2787429903460785,78.78787878787878,1.2861893823307342,1.4128065649460406,74.54545454545455,56.96969696969697,12.59,226.3699951171875,0.019698478987803754,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Ross Stores, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,66879528960.0,1001525.0,2268890.0,False,80.60606060606061,88.48484848484848,False,False
35,COPX,8,unknown,unknown,Manual Tip,1.2785582933308934,78.18181818181819,1.402328679969477,1.2849303347042347,93.33333333333333,88.48484848484848,17.35,82.37000274658203,0.03433549621899795,6,True,False,True,True,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,Global X Copper Miners ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,2508045.0,4200980.0,False,87.27272727272727,81.81818181818183,False,False
36,MCHP,8,Technology,Semiconductors,Nasdaq 100,1.2562953586951866,77.57575757575758,1.1398602685667276,1.0209326484692869,80.0,38.78787878787879,23.52,89.44000244140625,0.03426079153260065,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Microchip Technology Incorporated,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,40390352896.0,11167786.0,7370320.0,False,70.3030303030303,46.666666666666664,False,False
37,SLV,6,unknown,unknown,Market Pulse,1.2541686766476166,76.96969696969697,1.365112633175287,1.388030014563096,96.36363636363636,83.03030303030303,18.38,68.79000091552734,0.037261459028640385,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,iShares Silver Trust,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,True,29019834368.0,16118877.0,68846860.0,True,84.84848484848484,85.45454545454545,False,False
38,ODFL,8,Industrials,Trucking,Nasdaq 100,1.2393490446751931,76.36363636363637,1.2288320376127697,1.1928370097274246,60.60606060606061,7.2727272727272725,20.59,219.97999572753906,0.03125933725865374,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Old Dominion Freight Line, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,42674642944.0,1494772.0,1961490.0,False,78.18181818181819,71.51515151515152,False,False
39,TAN,8,unknown,unknown,Market Pulse,1.2125288126092741,75.75757575757575,1.1695024755606969,1.329669341908536,84.24242424242424,78.78787878787878,16.49,58.31999969482422,0.025891631761058964,6,True,False,True,True,True,AlphaCharts,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,Invesco Solar ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,903125.0,1652070.0,False,74.54545454545455,83.03030303030303,False,False
40,FANG,8,Energy,Oil & Gas E&P,Nasdaq 100,1.2106250373838834,75.15151515151514,1.1441686700154614,1.3734480743518653,55.757575757575765,22.424242424242426,20.63,194.7899932861328,0.03559509128321068,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Diamondback Energy, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,49878376448.0,1665308.0,2548720.0,False,71.51515151515152,84.24242424242424,False,False
