Rank,Ticker,Minervini,Sector,Industry,Universe,Relative Strength,Percentile,RS_1W,1 Month Ago,3 Months Ago,6 Months Ago,RMV,Close,ATR% (14),PTC,Contraction,Confirmed Breakout,Not Extended,Flip Setup,SPY Trend OK,Source,CANSLIM,DaysToEarnings,is_speculative,Name,Commentary,Commentary_Text,Stage,label,date,low_signal,marketCap,volume,avg_volume,is_up,rs_1w_pct,rs_1m_pct,Candidate High-Win,Candidate Flip
12,HBM,8,Basic Materials,Copper,Manual Tip,1.633593731968882,93.33333333333333,1.682551294902884,1.4416544921183507,95.75757575757575,92.12121212121212,26.7,24.690000534057617,0.0466351420927246,7,True,False,True,False,True,AlphaCharts,"{'c': True, 'a': True, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Hudbay Minerals Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,11012931584.0,4335434.0,6805750.0,True,95.15151515151516,89.0909090909091,False,False
13,IRDM,7,Communication Services,Telecom Services,Manual Tip,1.6330324117915882,92.72727272727272,1.6099500433810436,1.2787159160790553,21.818181818181817,0.6060606060606061,44.79,40.400001525878906,0.062252299292503185,6,False,False,False,False,True,AlphaCharts,"{'c': False, 'a': True, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,Iridium Communications Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,2509516032.0,4458470.0,2756550.0,False,92.72727272727272,81.81818181818183,False,False
14,USO,8,unknown,unknown,Market Pulse,1.6294661056295696,92.12121212121212,1.5670092099362862,1.5500771972752414,24.848484848484848,17.575757575757574,31.85,129.39999389648438,0.06719474157644222,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,"United States Oil Fund, LP",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,True,9760244736.0,11825518.0,10094790.0,True,92.12121212121212,93.33333333333333,False,False
15,AA,8,Basic Materials,Aluminum,Manual Tip,1.565306266797116,91.51515151515152,1.6741984706546016,1.4695620252178423,91.51515151515152,68.48484848484848,27.83,68.52999877929688,0.04357006844586951,7,True,False,True,False,True,AlphaCharts,"{'c': False, 'a': True, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Alcoa Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,15902981120.0,4432721.0,6727380.0,True,93.93939393939394,90.30303030303031,False,False
16,AMD,7,Technology,Semiconductors,Nasdaq 100,1.5554429371498693,90.9090909090909,1.3780648747018822,1.2441355237595415,86.06060606060606,92.72727272727272,28.55,303.4599914550781,0.037726786310674505,6,False,True,False,False,True,AI Scanner,"{'c': True, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,"Advanced Micro Devices, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,326424559616.0,48843690.0,37805560.0,True,85.45454545454545,77.57575757575758,False,False
17,KLAC,8,Technology,Semiconductor Equipment & Materials,Nasdaq 100,1.5443997137768222,90.30303030303031,1.5350328414676166,1.517414807529476,90.30303030303031,89.6969696969697,20.2,1812.06005859375,0.032040479884029735,7,True,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,KLA Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,200314191872.0,666673.0,828000.0,True,90.9090909090909,92.12121212121212,False,False
18,WBD,7,Communication Services,Entertainment,Nasdaq 100,1.4918004495986799,89.6969696969697,1.5573777034404706,1.5717258368230613,94.54545454545455,95.75757575757575,4.38,27.329999923706055,0.005958906691529562,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Warner Bros. Discovery, Inc.",Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,False,69858426880.0,12284889.0,25983370.0,True,91.51515151515152,93.93939393939394,False,False
19,UFO,8,unknown,unknown,Manual Tip,1.40491547737544,89.0909090909091,1.3733308684718475,1.3726264227529394,84.84848484848484,88.48484848484848,23.48,54.310001373291016,0.03391114467836801,7,True,False,False,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,Procure Space ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,948085.0,465880.0,True,84.84848484848484,86.06060606060606,False,False
20,ADI,8,Technology,Semiconductors,Nasdaq 100,1.3886897892119197,88.48484848484848,1.3005192700538355,1.277050400591088,81.81818181818183,45.45454545454545,17.34,381.4200134277344,0.026893870523492337,7,False,False,False,False,True,AI Scanner,"{'c': True, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,"Analog Devices, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,174214037504.0,2479573.0,4977940.0,True,82.42424242424242,81.21212121212122,False,False
21,ANET,8,Technology,Computer Hardware,Manual Tip,1.3822638717192761,87.87878787878788,1.2660766009544384,1.1152551935440367,66.66666666666666,83.03030303030303,24.7,177.72999572753906,0.03470030370523626,7,True,False,False,False,True,memory,"{'c': True, 'a': True, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,"Arista Networks, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,Test,2026-02-23,False,162158149632.0,8692753.0,9997750.0,True,78.78787878787878,65.45454545454545,False,False
22,SMH,8,unknown,unknown,Market Pulse,1.377960740765617,87.27272727272727,1.3364135199591622,1.2740615219290876,82.42424242424242,80.60606060606061,15.03,476.8299865722656,0.023609795091318175,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,VanEck Semiconductor ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,True,4742703616.0,7190253.0,7463260.0,True,83.63636363636363,80.60606060606061,False,False
23,SCCO,8,Basic Materials,Copper,Manual Tip,1.3717926101508084,86.66666666666667,1.4108708468498625,1.3758794730468478,92.72727272727272,83.63636363636363,24.29,187.7100067138672,0.041104427761405306,6,True,False,True,True,True,AlphaCharts,"{'c': True, 'a': True, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Southern Copper Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,174043070464.0,938343.0,1551606.0,True,88.48484848484848,86.66666666666667,False,False
24,VLO,8,Energy,Oil & Gas Refining & Marketing,Manual Tip,1.3712047270051435,86.06060606060606,1.4050077225813826,1.5744594282945934,73.33333333333333,72.12121212121212,24.79,234.36000061035156,0.042588639810551866,6,False,False,True,True,True,AlphaCharts,"{'c': True, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,Valero Energy Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,61922213888.0,2268131.0,2269970.0,True,87.27272727272727,94.54545454545455,False,False
25,OIH,8,unknown,unknown,Manual Tip,1.3711844503029849,85.45454545454545,1.4052062771485283,1.5200576949031228,80.0,46.666666666666664,16.24,417.7900085449219,0.02454603912568961,7,False,False,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,VanEck Oil Services ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,522263.0,722350.0,True,87.87878787878788,92.72727272727272,False,False
26,WFRD,8,Energy,Oil & Gas Equipment & Services,Manual Tip,1.3687363293644446,84.84848484848484,1.4458449933940718,1.4315981698646825,84.24242424242424,65.45454545454545,29.03,100.98999786376953,0.04219017599928823,7,False,False,True,False,True,YourTube,"{'c': False, 'a': True, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,Weatherford International plc,Upward,"Strong bull trend, trending above MA50 & MA200.",2,Alphacharts 2-28-2026,2026-03-02,False,7665071104.0,2302929.0,1039870.0,True,89.6969696969697,88.48484848484848,False,False
27,AVGO,7,Technology,Semiconductors,Nasdaq 100,1.368590682445273,84.24242424242424,1.2707821473864218,1.096226099830494,63.030303030303024,90.9090909090909,19.24,422.6499938964844,0.030182009497784663,6,False,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Broadcom Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,1515073961984.0,22604782.0,20950050.0,True,80.0,63.030303030303024,False,False
28,ARM,6,Technology,Semiconductors,Nasdaq 100,1.3599309109370463,83.63636363636363,1.189517082893894,1.0383512764584168,3.0303030303030303,67.27272727272727,36.41,196.57000732421875,0.04705882274663649,6,True,True,False,False,True,Breakout Scanner,"{'c': True, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,Arm Holdings plc,Sideways,Consolidating near Moving Averages.,2,High Growth Breakouts,2026-02-21,False,135351713792.0,13823055.0,3936200.0,True,74.54545454545455,51.515151515151516,False,False
29,ASML,8,Technology,Semiconductor Equipment & Materials,Nasdaq 100,1.3579950919845867,83.03030303030303,1.4340507779127223,1.5044844100028611,90.9090909090909,86.66666666666667,21.94,1443.6600341796875,0.04108012441493043,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': True, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,ASML Holding N.V.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,569575014400.0,2602424.0,1358350.0,False,89.0909090909091,91.51515151515152,False,False
30,TEVA,7,Healthcare,Drug Manufacturers - Specialty & Generic,Manual Tip,1.349555221031327,82.42424242424242,1.3799718740866316,1.320137568840224,92.12121212121212,60.60606060606061,19.22,31.219999313354492,0.030555059847188502,5,True,False,True,True,True,YourTube,"{'c': False, 'a': True, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Teva Pharmaceutical Industries Limited,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,Alphacharts 2-28-2026,2026-03-02,False,37709996032.0,3509126.0,4191040.0,False,86.06060606060606,82.42424242424242,False,False
31,COPX,8,unknown,unknown,Manual Tip,1.3479410784611134,81.81818181818183,1.4008070208458725,1.3377523179687083,93.33333333333333,85.45454545454545,17.84,84.9000015258789,0.0338202978632137,6,True,False,True,True,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,Global X Copper Miners ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,2734179.0,4200980.0,True,86.66666666666667,84.84848484848484,False,False
32,XPRO,8,Energy,Oil & Gas Equipment & Services,Manual Tip,1.3130613756241936,81.21212121212122,1.2906656623773651,1.5778352324175196,83.03030303030303,69.0909090909091,25.91,17.15999984741211,0.03583915575908935,6,True,False,True,True,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,Expro Group Holdings N.V.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,2049467520.0,626867.0,1183260.0,True,81.81818181818183,95.15151515151516,False,False
33,SLV,6,unknown,unknown,Market Pulse,1.312110894405912,80.60606060606061,1.3647467995216709,1.4603326071607032,97.57575757575758,76.36363636363637,19.27,70.37000274658203,0.03800321627468632,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,iShares Silver Trust,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,True,29019834368.0,14054825.0,68846860.0,True,84.24242424242424,89.6969696969697,False,False
34,GOOGL,8,Communication Services,Internet Content & Information,Nasdaq 100,1.2973131898488686,80.0,1.304502271439974,1.2493919465802175,87.27272727272727,84.24242424242424,15.12,339.32000732421875,0.02306293800022731,7,True,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,Alphabet Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,3771360870400.0,19260580.0,35327630.0,True,83.03030303030303,79.39393939393939,False,False
35,GOOG,8,Communication Services,Internet Content & Information,Nasdaq 100,1.2827028517259795,79.39393939393939,1.2867373837099798,1.2356487141936574,86.66666666666667,82.42424242424242,14.72,337.7300109863281,0.022491550258090656,7,True,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,Alphabet Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,3767368679424.0,12911723.0,21552930.0,True,81.21212121212122,76.96969696969697,False,False
36,ROST,8,Consumer Cyclical,Apparel Retail,Nasdaq 100,1.2784317070786253,78.78787878787878,1.282816753551652,1.406244278325031,72.12121212121212,52.121212121212125,13.28,226.33999633789062,0.019714346542188916,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Ross Stores, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,66879528960.0,1878013.0,2268890.0,True,80.60606060606061,87.27272727272727,False,False
37,FANG,8,Energy,Oil & Gas E&P,Nasdaq 100,1.2140090378864252,78.18181818181819,1.2018968465276139,1.3262376752462894,38.18181818181819,13.333333333333334,22.8,193.8699951171875,0.03779224434463787,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Diamondback Energy, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,49878376448.0,2042814.0,2548720.0,True,76.96969696969697,84.24242424242424,False,False
38,ODFL,8,Industrials,Trucking,Nasdaq 100,1.21370890688715,77.57575757575758,1.1816628208419253,1.1574961838856666,61.81818181818181,2.4242424242424243,22.18,219.97999572753906,0.03208654783421776,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Old Dominion Freight Line, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,42674642944.0,1223111.0,1961490.0,False,73.93939393939394,72.72727272727273,False,False
39,XME,8,unknown,unknown,Market Pulse,1.1962665622053557,76.96969696969697,1.1778174413890037,1.2714352749709632,89.6969696969697,87.27272727272727,18.19,121.80999755859375,0.02737578511175081,7,True,False,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,State Street SPDR S&P Metals & Mining ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,2088998912.0,1614052.0,2539520.0,True,73.33333333333333,80.0,False,False
40,BKR,8,Energy,Oil & Gas Equipment & Services,Nasdaq 100,1.193500651715044,76.36363636363637,1.2542815823069187,1.414011788593133,75.15151515151514,58.78787878787879,18.96,62.540000915527344,0.02828476685915705,6,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,Baker Hughes Company,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,64492314624.0,8197791.0,7254850.0,True,78.18181818181819,87.87878787878788,False,False
41,TXN,7,Technology,Semiconductors,Nasdaq 100,1.193467950906298,75.75757575757575,1.086054543802067,1.0437167307947741,59.3939393939394,13.939393939393941,15.52,236.30999755859375,0.024955112960442914,6,False,True,False,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Texas Instruments Incorporated,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,192728039424.0,9470448.0,6627980.0,True,62.42424242424243,53.333333333333336,False,False
42,CSCO,8,Technology,Communication Equipment,Nasdaq 100,1.1903342050338779,75.15151515151514,1.1093712985016393,1.1391351618882628,67.87878787878789,60.0,16.33,89.80000305175781,0.022923950911559687,7,True,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Cisco Systems, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,313953976320.0,16879188.0,24999780.0,True,67.27272727272727,70.3030303030303,False,False
43,MAR,8,Consumer Cyclical,Lodging,Nasdaq 100,1.1850174828659743,74.54545454545455,1.1920059349950614,1.142319955463098,69.0909090909091,25.454545454545453,16.81,367.1300048828125,0.027697452911391,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Marriott International, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,90553180160.0,1390223.0,1839890.0,False,75.15151515151514,70.9090909090909,False,False
44,TAN,8,unknown,unknown,Market Pulse,1.183259354099222,73.93939393939394,1.1971347003836899,1.323486726406649,83.63636363636363,77.57575757575758,16.27,57.029998779296875,0.026289419494816765,6,False,True,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,Invesco Solar ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,2448883.0,1652070.0,True,76.36363636363637,83.03030303030303,False,False
45,GDX,7,unknown,unknown,Market Pulse,1.1828859125880635,73.33333333333333,1.2693102023366523,1.2451506126525649,93.93939393939394,87.87878787878788,21.78,94.4800033569336,0.03682563003037372,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,VanEck Gold Miners ETF,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,True,0.0,14228737.0,21361030.0,True,79.39393939393939,78.18181818181819,False,False
46,TGT,8,Consumer Defensive,Discount Stores,Manual Tip,1.1794091100020272,72.72727272727273,1.1390063326881323,1.2103554848764027,34.54545454545455,7.2727272727272725,17.75,130.60000610351562,0.025497711565637477,7,False,False,False,False,True,AlphaCharts,"{'c': False, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,Target Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,False,52492185600.0,3909774.0,5796860.0,False,71.51515151515152,75.75757575757575,False,False
47,MCHP,8,Technology,Semiconductors,Nasdaq 100,1.1788121210045601,72.12121212121212,1.096384776387802,1.0181115538846865,75.75757575757575,35.15151515151515,21.29,82.4800033569336,0.030271398230130128,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Microchip Technology Incorporated,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,40390352896.0,8746411.0,7370320.0,True,64.84848484848484,47.27272727272727,False,False
48,XBI,8,unknown,unknown,Market Pulse,1.175770581557267,71.51515151515152,1.2166647407824156,1.1457781648957825,81.21212121212122,67.87878787878789,14.77,137.30999755859375,0.02250641660690703,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,State Street SPDR S&P Biotech ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,True,0.0,4463566.0,9660400.0,True,77.57575757575758,71.51515151515152,False,False
49,ICLN,8,unknown,unknown,Manual Tip,1.1602367808461487,70.9090909090909,1.1927604148599824,1.2474071696026472,78.78787878787878,75.15151515151514,14.09,19.850000381469727,0.024379278142063743,7,True,False,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,iShares Global Clean Energy ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,0.0,5809727.0,4065420.0,True,75.75757575757575,78.78787878787878,False,False
50,CSX,8,Industrials,Railroads,Nasdaq 100,1.1484258263827236,70.3030303030303,1.136718277246037,1.1310109864595763,56.36363636363636,41.81818181818181,12.34,43.18000030517578,0.017633812185995176,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,CSX Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,79384477696.0,14566476.0,11745390.0,False,70.9090909090909,68.48484848484848,False,False
51,XLE,7,unknown,unknown,Market Pulse,1.1442350802373817,69.6969696969697,1.161951151769717,1.3643453473874687,58.78787878787879,27.878787878787882,16.02,56.540000915527344,0.027500378452892285,4,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,State Street Energy Select Sector SPDR ETF,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,True,10424829952.0,34553382.0,50060980.0,True,72.72727272727273,85.45454545454545,False,False
52,NVDA,7,Technology,Semiconductors,Nasdaq 100,1.1431974497150592,69.0909090909091,1.1140592659219697,1.066333488149771,68.48484848484848,78.18181818181819,15.09,202.5,0.022525562642953592,6,True,False,False,False,True,Weekly Analysis,"{'c': True, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,NVIDIA Corporation,Upward,"Strong bull trend, trending above MA50 & MA200.",2,Tech Giants Watch,2026-02-21,False,4306603081728.0,106421485.0,206256740.0,True,67.87878787878789,57.57575757575758,False,False
53,XTN,8,unknown,unknown,Market Pulse,1.12580197706812,68.48484848484848,1.1317588884441765,1.0452017217987977,64.84848484848484,29.6969696969697,24.36,109.5199966430664,0.03839664284338459,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': False, 'm': True}",-1,True,State Street SPDR S&P Transportation ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,True,0.0,338635.0,45620.0,False,70.3030303030303,53.939393939393945,False,False
54,WMT,8,Consumer Defensive,Discount Stores,Nasdaq 100,1.1022516597195406,67.87878787878789,1.0653685716963501,1.171150186183494,64.24242424242425,43.03030303030303,15.01,129.97999572753906,0.021805498882976976,7,False,False,True,False,True,YourTube,"{'c': False, 'a': True, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Walmart Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,Alphacharts 2-28-2026,2026-03-02,False,1020126298112.0,17602863.0,28775400.0,True,61.212121212121204,73.33333333333333,False,False
55,ROBO,8,unknown,unknown,Manual Tip,1.1007033028829627,67.27272727272727,1.091723029884134,1.0731111144259817,67.27272727272727,61.212121212121204,11.16,79.52999877929688,0.021663891610436924,7,True,False,True,False,True,AlphaCharts,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,True,Robo Global Robotics and Automation Index ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,AlphaCharts 2-22-2026,2026-02-24,True,1527265408.0,102654.0,174400.0,True,64.24242424242425,60.0,False,False
56,XLK,7,unknown,unknown,Market Pulse,1.086484734495716,66.66666666666666,1.047020315072659,1.0119362685620241,57.57575757575758,69.6969696969697,11.52,158.08999633789062,0.0180005882733991,6,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,State Street Technology Select Sector SPDR ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,True,37750489088.0,13798042.0,17755240.0,True,59.3939393939394,45.45454545454545,False,False
57,PCAR,8,Industrials,Farm & Heavy Construction Machinery,Nasdaq 100,1.0693486471086762,66.06060606060606,1.1075985038029557,1.1153513706813059,71.51515151515152,22.424242424242426,15.58,125.2699966430664,0.024125036390992206,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,PACCAR Inc,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,66310025216.0,2263635.0,3551850.0,False,66.66666666666666,66.06060606060606,False,False
58,FER,8,Industrials,Engineering & Construction,Nasdaq 100,1.0683836240318145,65.45454545454545,1.1214966882674002,1.1039326791729114,74.54545454545455,76.96969696969697,10.61,69.93000030517578,0.022267136972732134,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Ferrovial SE,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,53482098688.0,1357927.0,1217990.0,False,69.6969696969697,64.24242424242425,False,False
59,APP,5,Communication Services,Advertising Agencies,Nasdaq 100,1.0569448762345117,64.84848484848484,0.975001829813847,0.8364771078804917,76.36363636363637,97.57575757575758,41.56,483.7099914550781,0.05704627797472125,6,False,False,False,False,True,AI Scanner,"{'c': True, 'a': True, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,AppLovin Corporation,Sideways,"Recovering, trading above MA50 but below MA200.",1,,,False,146932695040.0,3419907.0,6398440.0,True,43.63636363636363,21.21212121212121,False,False
60,INSM,4,Healthcare,Biotechnology,Nasdaq 100,1.0564641941272008,64.24242424242425,1.0870680746910646,1.0710306885783465,85.45454545454545,94.54545454545455,23.35,144.47999572753906,0.03685633752208248,2,True,False,True,False,True,AI Scanner,"{'c': True, 'a': False, 'n': False, 's': False, 'l': False, 'i': True, 'm': True}",-1,True,Insmed Incorporated,Downward,"Bearish posture, trading below major MAs.",1,,,False,31848128512.0,1771067.0,2723070.0,True,63.030303030303024,59.3939393939394,False,False
61,AEP,8,Utilities,Utilities - Regulated Electric,Nasdaq 100,1.0545112194419453,63.63636363636363,1.0974348422900784,1.1753545433438914,52.121212121212125,44.24242424242424,11.84,131.6199951171875,0.017952131447581402,5,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"American Electric Power Company, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,False,72378089472.0,1859879.0,3531520.0,False,65.45454545454545,73.93939393939394,False,False
62,AMZN,6,Consumer Cyclical,Internet Retail,Nasdaq 100,1.0509538354902364,63.030303030303024,1.0339591674251007,0.9256729858303249,46.06060606060606,40.0,17.71,255.36000061035156,0.02721927938842536,5,False,False,False,False,True,AI Scanner,"{'c': False, 'a': True, 'n': True, 's': False, 'l': False, 'i': True, 'm': True}",-1,False,"Amazon.com, Inc.",Sideways,Consolidating near Moving Averages.,2,,,False,2254333280256.0,35918000.0,52980810.0,True,56.36363636363636,33.33333333333333,False,False
63,AAPL,7,Technology,Consumer Electronics,Nasdaq 100,1.0485908508401676,62.42424242424243,1.0324677640319253,1.0199985308678703,50.303030303030305,64.84848484848484,14.72,273.1700134277344,0.023721483284549164,6,False,False,True,False,True,Weekly Analysis,"{'c': False, 'a': True, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,False,Apple Inc.,Upward,"Strong bull trend, trending above MA50 & MA200.",2,Tech Giants Watch,2026-02-21,False,3882897899520.0,42729584.0,44450050.0,True,55.15151515151515,49.09090909090909,False,False
64,REGN,7,Healthcare,Biotechnology,Nasdaq 100,1.0443430336055497,61.81818181818181,1.088658424816121,1.1216093679232872,76.96969696969697,30.909090909090907,15.29,746.5800170898438,0.023820459246544027,3,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': True, 'm': True}",-1,True,"Regeneron Pharmaceuticals, Inc.",Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,False,82638004224.0,901845.0,690680.0,False,63.63636363636363,66.66666666666666,False,False
